	46_x1_CHR	46_x1_POS	46_x2_CHR	46_x2_POS	47_x1_CHR	47_x1_POS	47_x2_CHR	47_x2_POS	95_x1_CHR	95_x1_POS	95_x2_CHR	95_x2_POS
28281	#N/A	#N/A	#N/A	#N/A	10	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
75927	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A
74053	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	11	46.9	#N/A	#N/A
103485	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
50933	#N/A	#N/A	#N/A	#N/A	11	45.99	8	83.23	11	47.2	#N/A	#N/A
16685	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
25222	#N/A	#N/A	#N/A	#N/A	8	84.45	11	45.99	11	47.2	#N/A	#N/A
38608	11	45.99	#N/A	#N/A	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
27840	8	82.17	#N/A	#N/A	8	79.9	11	45.99	8	82.62	#N/A	#N/A
43942	8	82.17	#N/A	#N/A	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
253250	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	11	46.75	#N/A	#N/A
81846	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
110899	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77681	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
84864	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	11	47.2	#N/A	#N/A
83826	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
117426	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77443	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
90599	#N/A	#N/A	#N/A	#N/A	11	45.99	#N/A	#N/A	11	58.71	#N/A	#N/A
97740	11	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
69765	27	45.99	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	27	46.74	#N/A	#N/A
112412	1	46.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
123615	4	46.14	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
43601	11	46.14	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
36325	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	46.15	#N/A	#N/A
157024	1	46.16	1	145.31	1	47.37	#N/A	#N/A	1	47.83	#N/A	#N/A
171591	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	33	46.22	#N/A	#N/A
88546	34	46.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
68328	17	46.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
80177	1	46.31	1	143.04	1	145.76	#N/A	#N/A	1	47.22	1	146.97
58525	#N/A	#N/A	#N/A	#N/A	8	46.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
30167	#N/A	#N/A	#N/A	#N/A	8	46.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
23802	1	143.04	1	46.47	1	147.58	#N/A	#N/A	1	147.13	#N/A	#N/A
27502	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	9	46.47	#N/A	#N/A
125722	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	46.6	#N/A	#N/A
85747	#N/A	#N/A	#N/A	#N/A	11	48.86	#N/A	#N/A	11	46.6	#N/A	#N/A
29476	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	46.6	#N/A	#N/A
220940	10	46.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	47.21	#N/A	#N/A
236735	10	46.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
98404	10	46.75	#N/A	#N/A	10	47.81	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
70175	#N/A	#N/A	#N/A	#N/A	8	84.45	#N/A	#N/A	11	46.75	#N/A	#N/A
78543	1	46.77	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
155709	1	46.77	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
88007	7	57.02	18	64.64	7	54.75	#N/A	#N/A	18	46.81	#N/A	#N/A
266114	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	34	46.82	34	46.82
116663	#N/A	#N/A	#N/A	#N/A	34	46.82	34	52.79	#N/A	#N/A	#N/A	#N/A
63080	#N/A	#N/A	#N/A	#N/A	34	46.82	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
52507	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	46.9	#N/A	#N/A
121552	#N/A	#N/A	#N/A	#N/A	8	46.94	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
79517	#N/A	#N/A	#N/A	#N/A	7	54.75	#N/A	#N/A	18	47.01	#N/A	#N/A
157666	7	57.02	18	62.93	#N/A	#N/A	#N/A	#N/A	18	47.01	#N/A	#N/A
551	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	47.09	#N/A	#N/A
33912	#N/A	#N/A	#N/A	#N/A	32	47.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
215951	#N/A	#N/A	#N/A	#N/A	29	47.13	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
47226	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	47.2	#N/A	#N/A
81252	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	47.2	#N/A	#N/A
24910	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	47.2	#N/A	#N/A
227607	#N/A	#N/A	#N/A	#N/A	10	47.81	#N/A	#N/A	10	47.21	#N/A	#N/A
230187	1	148.33	1	47.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
90407	1	47.22	#N/A	#N/A	1	48.43	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
121369	#N/A	#N/A	#N/A	#N/A	4	86.56	9	47.22	#N/A	#N/A	#N/A	#N/A
260813	8	47.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
29631	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	47.24	#N/A	#N/A
81081	18	47.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
29257	#N/A	#N/A	#N/A	#N/A	4	47.5	4	47.5	#N/A	#N/A	#N/A	#N/A
32881	#N/A	#N/A	#N/A	#N/A	33	47.58	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44010	#N/A	#N/A	#N/A	#N/A	7	47.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
109595	#N/A	#N/A	#N/A	#N/A	7	47.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
121849	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	47.84	#N/A	#N/A
2125	#N/A	#N/A	#N/A	#N/A	33	47.88	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
64848	#N/A	#N/A	#N/A	#N/A	33	47.88	#N/A	#N/A	33	48.34	#N/A	#N/A
54492	#N/A	#N/A	#N/A	#N/A	33	50.54	#N/A	#N/A	33	47.88	#N/A	#N/A
47319	34	53.09	#N/A	#N/A	34	47.88	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3535	5	47.93	#N/A	#N/A	5	77.45	#N/A	#N/A	5	47.93	#N/A	#N/A
220833	1	147.88	#N/A	#N/A	1	47.98	#N/A	#N/A	1	148.49	#N/A	#N/A
67811	1	47.98	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77439	#N/A	#N/A	#N/A	#N/A	8	48	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
122431	#N/A	#N/A	#N/A	#N/A	8	48	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
36496	#N/A	#N/A	#N/A	#N/A	8	48	#N/A	#N/A	8	49.82	#N/A	#N/A
43230	6	48.03	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
26226	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	27	48.26	27	48.11
39398	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	20	48.18	#N/A	#N/A
38786	3	54.53	#N/A	#N/A	3	173.22	#N/A	#N/A	12	48.25	12	210.14
81131	#N/A	#N/A	#N/A	#N/A	1	48.43	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
64771	#N/A	#N/A	#N/A	#N/A	1	149.69	1	48.43	#N/A	#N/A	#N/A	#N/A
72237	4	48.57	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
100641	#N/A	#N/A	#N/A	#N/A	31	55.03	17	52.47	17	48.69	#N/A	#N/A
124554	1	48.74	#N/A	#N/A	1	49.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71079	1	48.74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
121907	1	48.74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
74894	1	48.74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
103274	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	48.74	#N/A	#N/A
39872	21	48.77	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	21	52.19	#N/A	#N/A
146357	21	48.77	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85092	11	48.86	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8707	#N/A	#N/A	#N/A	#N/A	11	48.86	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
14173	11	48.86	#N/A	#N/A	11	48.86	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5797	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	48.86	#N/A	#N/A
113197	3	48.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
40163	29	75.3	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	34	48.95	#N/A	#N/A
37240	#N/A	#N/A	#N/A	#N/A	34	48.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
210802	#N/A	#N/A	#N/A	#N/A	34	48.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71617	1	49.04	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77966	4	49.17	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
94382	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	49.19	#N/A	#N/A
28736	#N/A	#N/A	#N/A	#N/A	8	49.36	#N/A	#N/A	8	51.63	#N/A	#N/A
69080	#N/A	#N/A	#N/A	#N/A	8	49.36	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
76869	16	49.39	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7884	6	49.4	9	114.84	#N/A	#N/A	#N/A	#N/A	9	116.66	#N/A	#N/A
132294	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	49.47	#N/A	#N/A
103786	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	198.01	12	49.47
257281	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	49.47	#N/A	#N/A
2729	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	49.47	#N/A	#N/A
124630	6	145	16	49.54	6	145	#N/A	#N/A	6	144.4	#N/A	#N/A
38198	#N/A	#N/A	#N/A	#N/A	11	49.62	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
35808	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	49.78	#N/A	#N/A
96802	27	49.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
24771	#N/A	#N/A	#N/A	#N/A	1	49.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
66013	#N/A	#N/A	#N/A	#N/A	1	49.79	#N/A	#N/A	1	49.95	#N/A	#N/A
101499	#N/A	#N/A	#N/A	#N/A	1	49.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
119188	#N/A	#N/A	#N/A	#N/A	1	49.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
109577	#N/A	#N/A	#N/A	#N/A	1	49.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
68438	1	148.33	#N/A	#N/A	1	149.69	#N/A	#N/A	1	49.79	#N/A	#N/A
211650	1	148.33	#N/A	#N/A	1	49.79	1	149.69	1	49.95	#N/A	#N/A
92583	#N/A	#N/A	#N/A	#N/A	8	49.82	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
173127	8	52.7	#N/A	#N/A	8	49.82	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
78131	25	49.94	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
78059	#N/A	#N/A	#N/A	#N/A	1	49.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
96732	#N/A	#N/A	#N/A	#N/A	1	49.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
32748	#N/A	#N/A	#N/A	#N/A	1	49.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
30280	1	148.18	#N/A	#N/A	1	150.15	#N/A	#N/A	1	49.95	#N/A	#N/A
51240	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.08	#N/A	#N/A
55158	#N/A	#N/A	#N/A	#N/A	3	177.5	#N/A	#N/A	12	50.08	#N/A	#N/A
24403	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.08	#N/A	#N/A
9345	#N/A	#N/A	#N/A	#N/A	24	51.95	24	51.95	24	50.13	24	50.13
30409	#N/A	#N/A	#N/A	#N/A	24	51.95	24	51.95	24	50.13	24	69.21
88269	#N/A	#N/A	#N/A	#N/A	6	50.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77723	10	50.38	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71666	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.38	#N/A	#N/A
25830	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.38	#N/A	#N/A
63588	32	51.04	#N/A	#N/A	32	51.49	#N/A	#N/A	32	50.43	#N/A	#N/A
35898	16	50.45	#N/A	#N/A	16	53.32	16	53.32	16	51.81	16	51.81
97299	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	19	50.53	#N/A	#N/A
264867	24	50.59	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
27676	24	50.59	10	57.34	#N/A	#N/A	#N/A	#N/A	24	53.46	#N/A	#N/A
47775	24	50.59	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
125779	24	50.59	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24	53.76	#N/A	#N/A
249571	16	50.6	16	50.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
26084	16	50.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	16	51.51	#N/A	#N/A
102615	#N/A	#N/A	#N/A	#N/A	16	50.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
75359	16	50.6	#N/A	#N/A	16	53.32	#N/A	#N/A	16	51.81	#N/A	#N/A
5867	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.69	#N/A	#N/A
101275	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.69	#N/A	#N/A
227565	#N/A	#N/A	#N/A	#N/A	3	144.67	#N/A	#N/A	12	50.69	#N/A	#N/A
85748	#N/A	#N/A	#N/A	#N/A	3	144.67	#N/A	#N/A	12	50.69	#N/A	#N/A
40457	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.69	#N/A	#N/A
189182	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.69	#N/A	#N/A
24735	3	53.93	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	50.69	#N/A	#N/A
43018	1	166.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	50.7	#N/A	#N/A
41983	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24	50.74	#N/A	#N/A
124428	#N/A	#N/A	#N/A	#N/A	1	149.69	#N/A	#N/A	1	50.85	1	149.69
24813	20	53.5	#N/A	#N/A	20	50.9	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
414	#N/A	#N/A	#N/A	#N/A	20	50.9	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
18697	11	53.7	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	50.98	11	50.98
268617	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	51	#N/A	#N/A
68569	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	51	#N/A	#N/A
64552	#N/A	#N/A	#N/A	#N/A	27	51.14	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
104483	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	51.15	#N/A	#N/A
69715	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	51.15	#N/A	#N/A
20494	23	51.25	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
76408	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	51.31	#N/A	#N/A
107270	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24	51.34	#N/A	#N/A
6031	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	16	51.35	#N/A	#N/A
37724	#N/A	#N/A	#N/A	#N/A	16	51.35	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
1628	#N/A	#N/A	#N/A	#N/A	16	53.32	#N/A	#N/A	16	52.41	16	51.35
80215	1	151.06	1	163.83	1	51.61	1	151.96	1	166.42	#N/A	#N/A
27409	1	151.06	#N/A	#N/A	1	51.61	#N/A	#N/A	1	58.05	#N/A	#N/A
89095	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	51.61	#N/A	#N/A
3564	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	51.63	#N/A	#N/A
19503	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	51.63	#N/A	#N/A
21516	1	151.06	#N/A	#N/A	1	51.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
108861	#N/A	#N/A	#N/A	#N/A	1	51.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
78495	1	164.9	#N/A	#N/A	1	51.76	#N/A	#N/A	1	71.34	#N/A	#N/A
74744	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	51.76	#N/A	#N/A
111863	#N/A	#N/A	#N/A	#N/A	16	52.41	#N/A	#N/A	16	51.81	#N/A	#N/A
25309	20	51.81	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
35869	1	163.83	1	149.69	1	51.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
35649	#N/A	#N/A	#N/A	#N/A	1	165.35	1	51.91	#N/A	#N/A	#N/A	#N/A
38222	1	151.36	#N/A	#N/A	1	51.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
76949	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	51.91	#N/A	#N/A
41802	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	51.91	#N/A	#N/A
35957	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	150.45	1	51.91
29996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24	51.95	#N/A	#N/A
27697	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24	51.95	#N/A	#N/A
110241	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24	51.95	#N/A	#N/A
27637	#N/A	#N/A	#N/A	#N/A	24	51.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
122097	23	52.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23	54.28	#N/A	#N/A
12391	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	52.03	#N/A	#N/A
114096	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	52.06	#N/A	#N/A
37091	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	27	52.19	#N/A	#N/A
75408	#N/A	#N/A	#N/A	#N/A	17	52.32	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
36472	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	19	52.5	#N/A	#N/A
102882	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	52.7	#N/A	#N/A
124919	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	52.7	#N/A	#N/A
84194	#N/A	#N/A	#N/A	#N/A	24	52.7	24	52.7	#N/A	#N/A	#N/A	#N/A
123633	#N/A	#N/A	#N/A	#N/A	24	52.7	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
65942	#N/A	#N/A	#N/A	#N/A	14	52.77	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
237526	34	52.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
34698	34	52.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71373	#N/A	#N/A	#N/A	#N/A	10	52.81	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
63194	#N/A	#N/A	#N/A	#N/A	10	52.96	10	52.81	#N/A	#N/A	#N/A	#N/A
76415	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	52.83	#N/A	#N/A
38777	#N/A	#N/A	#N/A	#N/A	24	52.86	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
58521	33	52.92	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77517	21	52.93	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
81004	26	52.97	#N/A	#N/A	26	59.56	#N/A	#N/A	26	53.27	#N/A	#N/A
126618	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	53.09	#N/A	#N/A
74633	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	53.09	#N/A	#N/A
162589	#N/A	#N/A	#N/A	#N/A	6	53.2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
99841	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	31	53.22	#N/A	#N/A
88560	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	53.3	#N/A	#N/A
88514	8	53.3	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
38445	16	82.61	#N/A	#N/A	16	53.32	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
261323	#N/A	#N/A	#N/A	#N/A	14	53.37	14	53.37	#N/A	#N/A	#N/A	#N/A
125061	18	58.67	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	53.39	#N/A	#N/A
1754	11	59.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	53.4	#N/A	#N/A
51051	#N/A	#N/A	#N/A	#N/A	34	53.4	34	54.61	#N/A	#N/A	#N/A	#N/A
79339	10	53.41	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
227456	26	53.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
103379	#N/A	#N/A	#N/A	#N/A	15	53.45	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
147375	#N/A	#N/A	#N/A	#N/A	24	53.46	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
75882	#N/A	#N/A	#N/A	#N/A	16	53.47	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
197239	20	53.5	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
38539	23	54.28	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23	53.53	#N/A	#N/A
36600	9	123.5	#N/A	#N/A	6	58.81	#N/A	#N/A	6	53.65	#N/A	#N/A
1920	#N/A	#N/A	#N/A	#N/A	7	53.7	#N/A	#N/A	18	63.94	7	57.78
90346	#N/A	#N/A	#N/A	#N/A	7	53.7	#N/A	#N/A	7	57.02	#N/A	#N/A
82763	#N/A	#N/A	#N/A	#N/A	7	53.7	#N/A	#N/A	7	57.02	#N/A	#N/A
102173	11	53.7	11	53.7	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
270089	#N/A	#N/A	#N/A	#N/A	28	53.7	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
122288	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	34	53.7	#N/A	#N/A
87776	4	53.72	#N/A	#N/A	4	55.24	#N/A	#N/A	4	53.72	#N/A	#N/A
76749	#N/A	#N/A	#N/A	#N/A	30	53.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
35877	7	57.02	#N/A	#N/A	7	53.85	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
23805	#N/A	#N/A	#N/A	#N/A	33	53.87	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
